Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
ISABEL,BARNES,10/05/1962,Soltero,F,isabel3@adventure-works.com," 90,000 ",3,Secundaria Completa,Independiente,Si
JULIA,MORRIS,09/22/1961,Casado,F,julia48@adventure-works.com," 110,000 ",2,Universitaria Incompleta,Independiente,Si
JONATHON,HERNANDEZ,11/28/1961,Casado,M,jonathon0@adventure-works.com," 170,000 ",0,Universitaria Completa,Empresario,Si
RUTH,MEHTA,11/04/1960,Casado,F,ruth18@adventure-works.com," 130,000 ",4,Secundaria Completa,Independiente,Si
DONNA,DENG,04/30/1964,Soltero,F,donna2@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
GILBERT,HUANG,02/20/1965,Soltero,M,gilbert5@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
PRISCILLA,PAL,07/25/1964,Soltero,F,priscilla10@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
KARLA,RAJI,10/27/1964,Casado,F,karla22@adventure-works.com," 150,000 ",3,Secundaria Completa,Independiente,Si
ERICA,LIN,01/01/1980,Casado,F,erica7@adventure-works.com," 10,000 ",0,Universitaria Postgrado,Comerciante,Si
EVELYN,SARA,09/20/1966,Casado,F,evelyn11@adventure-works.com," 20,000 ",1,Universitaria Postgrado,Deportista,Si
FREDERICK,PEREZ,09/04/1964,Casado,M,frederick18@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
HECTOR,ORTEGA,09/05/1964,Soltero,M,hector19@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
TERRENCE,XIE,11/04/1980,Soltero,M,terrence3@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
DANNY,JIMÉNEZ,12/09/1975,Soltero,M,danny6@adventure-works.com," 10,000 ",3,Secundaria Incompleta,Comerciante,Si
TARA,NATH,05/14/1974,Casado,F,tara19@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
JEROME,HERNANDEZ,08/27/1974,Casado,M,jerome4@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
CHRISTY,LUO,12/15/1972,Casado,F,christy24@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
LAURA,XU,01/20/1975,Casado,F,laura18@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,Si
RUSSELL,NATH,01/09/1974,Soltero,M,russell21@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
DESIREE,ORTEGA,12/08/1970,Casado,F,desiree18@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
ARTURO,SHEN,12/21/1976,Soltero,M,arturo26@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
STANLEY,SANCHEZ,11/07/1972,Soltero,M,stanley22@adventure-works.com," 10,000 ",3,Secundaria Incompleta,Comerciante,Si
NOAH,BRYANT,11/18/1972,Soltero,M,noah15@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Comerciante,Si
EDDIE,ALONSO,02/05/1972,Soltero,M,eddie8@adventure-works.com," 20,000 ",3,Secundaria Completa,Comerciante,Si
KENDRA,ALONSO,06/01/1974,Soltero,F,kendra8@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
KRISTINE,MUNOZ,07/29/1970,Casado,F,kristine8@adventure-works.com," 30,000 ",1,Universitaria Incompleta,Deportista,Si
KATE,BECKER,02/25/1971,Casado,F,kate17@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
CASEY,CHANDER,11/03/1966,Soltero,F,casey17@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
KURT,YUAN,02/22/1979,Casado,M,kurt6@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
COLLEEN,ZHANG,11/27/1978,Casado,F,colleen0@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
ANDRE,MARTINEZ,06/20/1961,Casado,M,andre17@adventure-works.com," 130,000 ",4,Universitaria Incompleta,Independiente,Si
CAMERON,ANDERSON,10/05/1960,Casado,M,cameron50@adventure-works.com," 170,000 ",4,Universitaria Completa,Empresario,Si
EDWIN,DENG,06/25/1982,Casado,M,edwin23@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
JULIO,DOMINGUEZ,09/22/1981,Soltero,M,julio13@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
DEANNA,MARTINEZ,07/04/1953,Casado,F,deanna21@adventure-works.com," 110,000 ",3,Universitaria Completa,Empresario,Si
CHRISTINE,RAJE,05/07/1953,Casado,F,christine9@adventure-works.com," 130,000 ",4,Universitaria Incompleta,Independiente,Si
IAN,TORRES,08/02/1961,Soltero,M,ian70@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,Si
CRAIG,CARLSON,06/06/1958,Casado,M,craig17@adventure-works.com," 110,000 ",4,Secundaria Completa,Empresario,Si
ALFREDO,BLANCO,09/13/1982,Casado,M,alfredo16@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
JOANNA,ASHE,09/26/1987,Casado,F,joanna3@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
CAROLYN,GARCIA,07/14/1986,Casado,F,carolyn14@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
GEOFFREY,PEREZ,06/12/1986,Casado,M,geoffrey19@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
SHEILA,GOMEZ,10/20/1977,Soltero,F,sheila1@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
CLIFFORD,CHAPMAN,07/09/1978,Casado,M,clifford2@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
NANCY,ARUN,11/09/1978,Casado,F,nancy10@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
HECTOR,MORENO,12/02/1976,Casado,M,hector4@adventure-works.com," 70,000 ",5,Universitaria Completa,Independiente,Si
TARA,NARA,09/10/1970,Casado,F,tara17@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
ALISON,KUMAR,07/20/1969,Soltero,F,alison7@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
ROBERTO,MORENO,11/23/1968,Soltero,M,roberto6@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
COREY,SHE,06/18/1972,Soltero,M,corey0@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
KELVIN,XU,01/02/1970,Casado,M,kelvin2@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
CASSIDY,HENDERSON,09/14/1961,Casado,F,cassidy5@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
CHRISTINE,GOEL,03/29/1961,Casado,F,christine14@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
CURTIS,CAI,10/11/1951,Soltero,M,curtis18@adventure-works.com," 60,000 ",2,Universitaria Postgrado,Empresario,Si
NELSON,DIAZ,02/19/1960,Soltero,M,nelson3@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
GABRIELLA,PARKER,02/10/1963,Soltero,F,gabriella30@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,Si
AUTUMN,CHEN,08/23/1967,Casado,F,autumn2@adventure-works.com," 110,000 ",4,Universitaria Completa,Empresario,Si
JARROD,MADAN,05/26/1982,Soltero,M,jarrod7@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
DARRYL,YANG,07/12/1978,Casado,M,darryl5@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
RANDALL,RAMOS,07/14/1979,Casado,M,randall19@adventure-works.com," 130,000 ",0,Universitaria Completa,Empresario,Si
CLARENCE,XU,10/30/1984,Soltero,M,clarence19@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,Si
RAFAEL,XU,02/21/1983,Soltero,M,rafael13@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
MARIE,VAZQUEZ,06/27/1979,Casado,F,marie38@adventure-works.com," 110,000 ",0,Secundaria Incompleta,Independiente,Si
CINDY,MEHTA,10/25/1977,Soltero,F,cindy14@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
DAISY,JIMÉNEZ,12/07/1977,Casado,F,daisy2@adventure-works.com," 90,000 ",1,Universitaria Postgrado,Empresario,Si
MICHELE,DENG,03/22/1977,Casado,F,michele1@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
ROSS,SAI,01/13/1975,Casado,M,ross5@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
DEBORAH,LAL,05/14/1969,Casado,F,deborah13@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
NATASHA,RUIZ,05/30/1967,Soltero,F,natasha2@adventure-works.com," 90,000 ",1,Universitaria Completa,Independiente,Si
JORGE,CAI,10/29/1948,Casado,M,jorge24@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
IVAN,FERNANDEZ,11/29/1950,Casado,M,ivan12@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
GARY,ROMERO,01/07/1963,Soltero,M,gary20@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,Si
BRUCE,SAI,07/09/1963,Soltero,M,bruce4@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,Si
ALISHA,ZHENG,09/02/1966,Casado,F,alisha20@adventure-works.com," 100,000 ",1,Universitaria Completa,Empresario,Si
CLARENCE,XIE,11/27/1988,Casado,M,clarence18@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
CAROLYN,GONZALEZ,01/05/1988,Casado,F,carolyn18@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,Si
CANDACE,MADAN,11/01/1987,Soltero,F,candace7@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
ARMANDO,VAZQUEZ,04/28/1988,Casado,M,armando15@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
BRYANT,SAI,08/19/1988,Casado,M,bryant6@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
TROY,SARA,10/29/1985,Soltero,M,troy11@adventure-works.com," 20,000 ",0,Universitaria Incompleta,Comerciante,Si
EBONY,MEHTA,11/06/1981,Soltero,F,ebony14@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
MALLORY,MORENO,02/23/1978,Soltero,F,mallory14@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,Si
VALERIE,LU,03/13/1978,Soltero,F,valerie13@adventure-works.com," 120,000 ",1,Universitaria Postgrado,Empresario,Si
KELSEY,SHEN,05/06/1976,Soltero,F,kelsey1@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
KEITH,YUAN,04/27/1971,Soltero,M,keith9@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,Si
REBEKAH,ARTHUR,08/29/1969,Soltero,F,rebekah7@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
BRITTNEY,SHE,09/12/1968,Casado,F,brittney22@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
BRYANT,KAPOOR,08/04/1967,Soltero,M,bryant1@adventure-works.com," 90,000 ",1,Universitaria Completa,Independiente,Si
BARBARA,LIANG,02/01/1972,Soltero,F,barbara26@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
NINA,SHE,09/23/1969,Casado,F,nina0@adventure-works.com," 70,000 ",5,Universitaria Incompleta,Empleado,Si
JEROME,DOMINGUEZ,01/05/1949,Casado,M,jerome11@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
BARBARA,LAL,03/06/1961,Casado,F,barbara40@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
ISABELLE,LONG,02/23/1962,Casado,F,isabelle8@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,Si
KATHRYN,YUAN,12/04/1962,Casado,F,kathryn6@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,Si
MICHELE,KUMAR,01/26/1963,Casado,F,michele8@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Empleado,Si
CARMEN,GARCIA,01/08/1981,Casado,F,carmen0@adventure-works.com," 50,000 ",1,Universitaria Postgrado,Empleado,Si
VICTORIA,RICHARDSON,12/28/1977,Casado,F,victoria36@adventure-works.com," 60,000 ",2,Universitaria Postgrado,Independiente,Si
ALEXANDRIA,WOOD,11/25/1973,Soltero,F,alexandria2@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,Si
STEPHANIE,COOPER,10/03/1957,Casado,F,stephanie14@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
SOPHIA,GREEN,09/28/1957,Casado,F,sophia14@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
CALEB,LONG,11/27/1981,Casado,M,caleb6@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,Si
RENEE,GOMEZ,05/10/1980,Casado,F,renee1@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
SAVANNAH,YOUNG,06/25/1971,Soltero,F,savannah40@adventure-works.com," 70,000 ",4,Universitaria Completa,Independiente,Si
STEPHANIE,FLORES,07/29/1970,Casado,F,stephanie39@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,Si
GRACE,BENNETT,12/28/1980,Casado,F,grace48@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
JOSEPH,RODRIGUEZ,07/22/1978,Casado,M,joseph27@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
ADAM,ALLEN,12/21/1972,Casado,M,adam52@adventure-works.com," 60,000 ",4,Universitaria Completa,Empleado,Si
ANDRES,DENG,07/28/1981,Soltero,M,andres0@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
JENNA,MITCHELL,05/30/1955,Casado,F,jenna10@adventure-works.com," 60,000 ",5,Universitaria Completa,Empresario,Si
DALTON,BROOKS,12/01/1976,Casado,M,dalton71@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
MARCUS,WILSON,07/05/1975,Soltero,M,marcus7@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
MIGUEL,ROBERTS,02/10/1983,Soltero,M,miguel39@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,Si
ADAM,GREEN,11/05/1982,Casado,M,adam45@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
WYATT,WALKER,12/08/1984,Soltero,M,wyatt24@adventure-works.com," 40,000 ",0,Universitaria Incompleta,Empleado,No
GABRIELLA,MORRIS,07/21/1976,Soltero,F,gabriella17@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
DALTON,PARKER,06/03/1982,Soltero,M,dalton42@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,No
CHARLES,HOWARD,05/19/1962,Soltero,M,charles60@adventure-works.com," 70,000 ",3,Secundaria Completa,Independiente,Si
BOB,FERNANDEZ,11/02/1946,Casado,M,bob8@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,No
DESTINY,MORGAN,05/01/1954,Soltero,F,destiny29@adventure-works.com," 60,000 ",5,Universitaria Completa,Empresario,Si
MARIO,ASHE,01/11/1959,Soltero,M,mario21@adventure-works.com," 60,000 ",2,Universitaria Incompleta,Independiente,Si
ALYSSA,DAVIS,01/30/1960,Soltero,F,alyssa4@adventure-works.com," 70,000 ",2,Secundaria Completa,Independiente,Si
NOAH,YOUNG,05/08/1951,Casado,M,noah44@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
JACKSON,JAI,12/11/1952,Casado,M,jackson5@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
PAULA,CARLSON,10/29/1970,Soltero,F,paula20@adventure-works.com," 90,000 ",5,Universitaria Incompleta,Independiente,Si
JENNIFER,JACKSON,07/19/1960,Soltero,F,jennifer40@adventure-works.com," 70,000 ",5,Universitaria Incompleta,Independiente,Si
KATELYN,SCOTT,06/26/1970,Soltero,F,katelyn37@adventure-works.com," 120,000 ",1,Universitaria Incompleta,Independiente,Si
JASMINE,WHITE,09/26/1970,Casado,F,jasmine11@adventure-works.com," 100,000 ",1,Universitaria Incompleta,Independiente,Si
GAIL,GRIFFIN,03/23/1971,Soltero,F,gail7@adventure-works.com," 90,000 ",0,Universitaria Incompleta,Independiente,Si
DESTINY,COX,07/21/1970,Casado,F,destiny36@adventure-works.com," 130,000 ",1,Universitaria Completa,Empresario,Si
HALEY,BRYANT,12/06/1960,Casado,F,haley37@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Independiente,No
SYDNEY,HERNANDEZ,10/10/1963,Soltero,F,sydney59@adventure-works.com," 80,000 ",2,Secundaria Incompleta,Empleado,Si
CHRISTIAN,FOSTER,05/21/1948,Casado,M,christian3@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
NANCY,MARTINEZ,09/18/1974,Soltero,F,nancy21@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Empleado,Si
NATHAN,HENDERSON,12/25/1962,Casado,M,nathan1@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
SYDNEY,COLLINS,12/08/1964,Casado,F,sydney46@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
JOE,GILL,04/22/1976,Casado,M,joe37@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
ROSS,MUNOZ,07/07/1976,Casado,M,ross27@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
JASON,GONZALES,01/05/1974,Casado,M,jason14@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
BRYANT,MEHTA,08/22/1972,Casado,M,bryant13@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
CARLA,PRASAD,08/05/1986,Casado,F,carla12@adventure-works.com," 10,000 ",0,Universitaria Postgrado,Comerciante,Si
EVELYN,KAPOOR,06/22/1979,Soltero,F,evelyn1@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
GEORGE,LOUVERDIS,11/27/1983,Soltero,M,george5@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
ANDRES,PAL,01/19/1977,Casado,M,andres9@adventure-works.com," 40,000 ",0,Universitaria Postgrado,Deportista,Si
MARGARET,MA,08/14/1968,Casado,F,margaret22@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,Si
KRISTA,GUTIERREZ,03/05/1979,Soltero,F,krista11@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
SHAWN,SHAN,01/03/1955,Soltero,M,shawn12@adventure-works.com," 120,000 ",4,Universitaria Completa,Empresario,Si
IAN,BENNETT,11/20/1963,Casado,M,ian41@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
BETHANY,NARA,05/02/1950,Casado,F,bethany20@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,Si
EDUARDO,WHITE,10/09/1980,Casado,M,eduardo11@adventure-works.com," 40,000 ",1,Universitaria Incompleta,Deportista,Si
HEIDI,PRASAD,11/05/1980,Soltero,F,heidi11@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
ROSS,MARTIN,11/23/1979,Soltero,M,ross21@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,Si
BETHANY,LAL,11/20/1975,Soltero,F,bethany12@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
GINA,SCHMIDT,05/09/1974,Soltero,F,gina20@adventure-works.com," 20,000 ",1,Secundaria Completa,Comerciante,No
ADRIENNE,SANZ,08/02/1971,Casado,F,adrienne16@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
KELLI,SUN,08/24/1971,Casado,F,kelli14@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
KELLIE,MORENO,08/25/1985,Soltero,F,kellie5@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
MAURICE,RAI,05/04/1981,Soltero,M,maurice18@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,Si
KURT,XU,06/13/1971,Soltero,M,kurt4@adventure-works.com," 20,000 ",3,Secundaria Completa,Comerciante,Si
CHERYL,MARTIN,04/21/1970,Casado,F,cheryl2@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
WESLEY,GUO,01/26/1984,Casado,M,wesley17@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
FREDERICK,MADAN,05/11/1967,Casado,M,frederick6@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
ABIGAIL,WILLIAMS,07/28/1966,Soltero,F,abigail49@adventure-works.com," 20,000 ",1,Universitaria Completa,Comerciante,Si
DEANNA,KAPOOR,04/24/1980,Soltero,F,deanna4@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
WILLIE,SHAN,04/03/1980,Soltero,M,willie29@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
JESSICA,PATTERSON,07/27/1966,Soltero,F,jessica35@adventure-works.com," 170,000 ",2,Universitaria Completa,Empresario,No
LAWRENCE,DOMINGUEZ,08/18/1956,Casado,M,lawrence11@adventure-works.com," 160,000 ",5,Secundaria Incompleta,Independiente,Si
CHAD,YUAN,01/30/1976,Casado,M,chad8@adventure-works.com," 70,000 ",5,Universitaria Completa,Independiente,Si
KATHERINE,FLORES,06/10/1973,Soltero,F,katherine38@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
PHILIP,HERNANDEZ,04/03/1970,Casado,M,philip3@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
SHEENA,PAL,04/10/1969,Soltero,F,sheena10@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
THERESA,TORRES,06/11/1974,Soltero,F,theresa8@adventure-works.com," 100,000 ",0,Universitaria Postgrado,Empresario,No
CANDICE,ZHU,04/26/1971,Soltero,F,candice20@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
MICHELE,JAI,01/02/1967,Soltero,F,michele11@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
MEGHAN,TORRES,12/29/1949,Casado,F,meghan11@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
ALFREDO,SERRANO,02/08/1952,Soltero,M,alfredo17@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
RONNIE,LIN,02/10/1960,Casado,M,ronnie7@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,No
ALICIA,CHAPMAN,04/11/1967,Casado,F,alicia13@adventure-works.com," 120,000 ",1,Universitaria Completa,Empresario,Si
JACQUELYN,HERNANDEZ,02/07/1980,Casado,F,jacquelyn4@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
KELLIE,NAVARRO,10/20/1983,Casado,F,kellie8@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
BRANDI,SUAREZ,08/08/1984,Casado,F,brandi18@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
